ID,text,target,stance,sarcasm,sentiment
137, لايوجد صياح ولكن يوجد دهشة في انتكاس الفطرة التي خلقنا الله عليها. من سيفتح البيوت وينفق عليها اذا كان الرجل عاطل بسبب تمكين المرأة للعمل ومن سيربي الأجيال ويرعاها اذا كانت المرأة مشغولة خارج منزلها. حديثي للمرأة التي تعمل دون الحاجة الملحة جداً ,Women empowerment,Against,No,Negative
138, اذا عرفتي الدور الحقيقي للرجل والمرأة في المجتمع ستدركين ان ماتطلبينه مخالف لذلك الدور.. رأينا تمكين المرأة في الغرب، وبعض دول الشرق، ماذا كانت النتائج !!. هل تمكينك للعمل في مجالات لا تناسبك سيجعلك تفتحين بيت وتتحملين معيشة اسرة من الألف الى الي,Women empowerment,Against,No,Negative
139,  للحوار اداب وثقافة، احد مخرجات تمكين المرأة المزعوم هو تطاولها وخروجها عن المألوف في النقاشات والتي يستحي الرجل العاقل ان يقوم بها. تمكين المرأة للعمل في مجال تخصصها امر مقبول، اما مخالطة المرأة للرجل في مجال العمل فهذا منهي عنه شرعاً ول,Women empowerment,Against,No,Negative
140,  ردود العقلاء تتطابق في توجهاتها. تمكين المرأة في مجالات لاتتناسب مع طبيعتها وتهميش الرجل المسؤول عن القوامة وفتح البيوت لا يقبله عقل أو منطق. كيف سيتم بناء الاُسر اذا زوج المستقبل والزوج الحالي عاطل عن العمل بسبب تمكين المرأة في مجالات,Women empowerment,Against,No,Negative
141, الأسباب المذكورة كانت موجودة منذ قرون ولم تكن حالات الطلاق بهذا الكم الهائل. ننظر للمستجدات والتغيرات التي طرأت على المجتمع ونربطها بأسباب ارتفاع حالات الطلاق واهم نقطة هي منح المرأة الحرية المطلقة مما منحها الأستقلالية التامة وهذا ادى الى كوارث اجتماعية سببها قرارات تمكين المرأة,Women empowerment,Against,No,Negative
142,عصر تمكين المرأه لا يكتمل الا بتشجيعك لنادي الشباب اختي الفاضله ,Women empowerment,Favor,Yes,Positive
143, هههه لسا ما اقتنعت انه في كورونا عشان اخذ تطعيم وجه بدموع الفرح,Covid Vaccine,Against,Yes,Neutral
144, نتايج تطبيق هذا التحول بتكون في سرعة التجاوب و  معرفة حالات الاستحقاق بين فترة والثانية  وتوقيع العقود الإلكتروني وهذا من المبادرات المميزة لدى الاسكان ,Digital Transformation,Favor,No,Neutral
146, وزارة الاتصالات تأخرت في التحول الالكتروني  العالم الان يعمل على الخدمات الذكية  والرقمية ...,Digital Transformation,Favor,No,Negative
147,واللي عاشو في الفجوه الكونيه اش يسوون شخص يمشيلون البشرة الفاتح‍علامة الذكور️  #موتمر_تمكين_المراه_2022,Women empowerment,,Yes,Neutral
149,#تمكين_المرأة بمفهوم الفارغون والفارغات  والسطحيون  والسطحيات والتافهون والتافهات والسياسيون والسياسيات هو اهلاك للمجتمع,Women empowerment,Against,No,Negative
150,لُقمة القاضية موزارت  هذه  انجازات تمكين المرأة,Women empowerment,Against,No,Positive
153,متوفر في عدد من المراكز الصحية ويمكن أخذه مباشرة دون الحاجة لموعد.. الدكتور مناف القحطاني يؤكد استيفاء تطعيم (فالنيفا) الفرنسي المضاد لفيروس كورونا معايير السلامة والجودة والفاعلية ,Covid Vaccine,Favor,No,Neutral
154,  نقطة مهمة أشارت إليها إن بغض النظر أن يكون الشخص رجل أو أمرأة لكن من المهم أن يكون ذلك الشخص مناسب لتقلد المنصب. للأسف الشديد ما يحدث هذه الأيام بحجة تمكين المرأة، نرى نساء يتقلدن مناصب غير أكفاء لها.,Women empowerment,Against,No,Negative
155,   #تزود_بالخير26  عبر التحول للحساب الجاري التابع للجمعية  أو عبر المتجر الإلكتروني .,Digital Transformation,,No,Neutral
159, في ليبيا في خوف كبير من التحول الالكتروني حتى مع جائحة كورونا في ممانعه كبيرة في التحول للتعليم الالكتروني يمكن الاجيال السابقه فاتها القطار ولهذا متبيش تنحط ع الرف,Digital Transformation,Against,No,Negative
160,النساء مصانع الرجال النساء شقائق الرجال  النساء النساء باختصار يكفي أن قدوتي إمرأة  سعيدجدا بأن بلادي المملكة العربية السعودية بدأت تسير على خطى ثابتة وموزونة في سبيل تمكين المرأة وإبراز دورها الذي لو فعل تماما لأصبحت المملكة في مصاف الدول المتقدمة ولتبوأت المركز الأول في كل شيء! ,Women empowerment,Favor,No,Positive
161,  المصيبه انه مع التحول الالكترونى فى العالم وان المعاملات من خلال النت أصبحت المخاطر كثيرة والهاكرز كثير وممكن فى حال أى حادث ارهابى وقطع كابلات الانترنت اللى فى البحر يحدث شلل تام للبنوك والخدمات الحكومية التكنولوجيا سلاح ذو حدين,Digital Transformation,Against,No,Negative
162,  التطعيم ماله اي معنى طالما انه مايرد كورونا بعدين شهالتطعيم اللي ضد كورونا ومتحور الهند والفطر الاسود والابيض والاخضر والاحمر؟ لايوجد ولن يوجد تطعيم ضد كل هالاوبئة ..معناتها يبونا نطعم علشان يبيعون جرعات اكثر على وزارة الصحة يعني القصد هو الربح التجاري مو اكثر,Covid Vaccine,Against,No,Negative
163,وهل استوعبت أن فزعة المعلم وفزّته بتدريب وتطوير ذاته مهنيًا ليست كافية إن لم يتم تهيئة المدارس وتدريب الفئة المستهدفة فيها تدريبًا فعليًا لا ورقيًا ولا صوريًا لهذه المرحلة والنقلة وهذا التحول الإلكتروني؟,Digital Transformation,Against,No,Negative
164,إن أرادت الوزارة المضي قدمًا نحو التحول الإلكتروني  عليها أن تسد الفجوات وتستمع لمطالب المعلمين الذين هم أدرى بشعاب البيئة التعليمية وليست إدارات التعليم. فمتى يكون ذلك؟,Digital Transformation,,No,Negative
165, مستحيل ان تكون حريات دون تمكين المرأه ومستحين ان يكون سلام دون تمكين المرأه لطالما كانت الحروب ذكرا لاكن الدبلوماسيه انثى,Women empowerment,Favor,No,Neutral
166,كيف ممكن تستفيد من بياناتك!وجه مفكر عن طريق تحليلها تستطيع تحقيق أفضل النتائج حسنا اليدلون البشرة الفاتح في محاضرة مثرية ستتعرف فيها على أفضل الأدوات التحليلية شريط الرسم البياني  انتظرونا يوم الأربعاء على #ويبينار_التحول_التقني  سجِّل الآن    ,Digital Transformation,,No,Neutral
167,وتتوالى الأخبار المفرحة #تمكين_المرأة ,Women empowerment,Favor,No,Positive
168, مشروع التوقيع الإلكتروني كان حلم استطعت تحقيقه بويوسف.. ونتمنى التحول الكامل للدولة في المعاملات الالكترونية  ,Digital Transformation,Favor,No,Positive
169,الحمدلله على نعمة الكويت ..بدلة القلب️  #تطعيم_كورونا,Covid Vaccine,Favor,No,Positive
170,خلف كل #إنجاز_رقمي حكاية لشباب #السعودية_العظمى   تضافرت جهودهم لصنع الاستثناءات العاجلة في #الوطن_اكثر_من_ذلك  وها نحن اليوم نحصد حكاية #التحول_الرقمي لنباهي بها العالم ,Digital Transformation,Favor,No,Positive
