text,stance
اصرار الدولة على تطعيم  الناس ضد كورونا يثير الشك  فى نفوسنا . من امتى  حياة الناس ليها قيمة عندهم  ؟ من امتى الحرص على التطعيمات ؟ الموضوع محفوف بالمخاطر وطالما فيه ناس خايفة  يجب احترام ارادة الناس دى حياتهم وكل واحد يموت  بمزاجه     ,Against
 الاحرار يدعموا #الحرية_الطبية   #لا_للتلقيح_الاجباري  #لا_للتطعيم_الاجباري  #لا_لاغلاق_المساجد  #الحظر_الجزئي  #الكويت_الان  #وعيك_صحتك  #تطعيم_كورونا  #ستعضون_اصابعكم_ندما  زر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيار,Against
 توقعت أن تكون من رافضي تطعيم كورونا لصغار السن.  ماالهدف من تطعيم الاطفال؟ هل اطلعت على اية دراسة تثبت  ضرورة تطعيمهم؟  أم ما يفرض علينا وجب السمع والطاعة؟,Against
#تطعيم_كورونا  اليوم بمشيئة الله بأخذ اللقاح دعواتكم ياأحلى متابعين قلب ازرققلب أبيضوَردَة ,Favor
 ان شاء الله التطعيم يقينا من كورونا او قد يخفف من حدة الفيروس حين الاصابه! واللي نعرفه ان اي تطعيم مثل الحصبه. شلل الأطفال وغيرها البعض يتأثر منها مثل خمول وحراره والبعض عادي مايحس بأي اعراض الله يحمينا وينتهي هذا الوباء اللي شغل العالم,Favor
 انا لو ادري باخذ تطعيم وبعدها تسوون عليهم حظر اقسم بالله مااخذه شنو فايده اخذ لقاح وبعدها حاكرنا بالبيت ؟ دمرتنا وتعبت نفسياتنا اقسم بالله,nan
 الورم الحليمي هذا ما طلع إلا بعد تطعيم فايروس كورونا. ولكن عندي تساؤل لماذا الصحة توصي بتطعيم الفتيات ضد الورم الحليمي هل؟؟ هناك إرتباط بين لقاح فايروس كورونا وفايروس الورم الحليمي أم اللقاح هو من يسبب ذلك الورم؟؟ تساؤل وأحتاج جواب.,Against
 حبيبنا   سوداني قادم من القاهرة.. لم يسبق له الحصول على جرعة تطعيم كورونا..  مطلوب منه فحص كورونا للقدوم ؟,nan
  عشان تخافين وتاخذين الثانية  بعدين يصرحون مثل البحرين إن اللي في العناية وحالتهم حرجة هم اللي ماأخذوا الجرعة التنشيطية (الثالثة) وبطتنا بطة بطن بطتكم #لا_للتطعيم_الاجباري82 #لا_للتطعيم_الاجباري81 #لا_للتطعيم_الاجباري80,Against
  كتطعيمات الانفلونزا .. التطعيم تنخفض فعاليته بعد 3 شهور ويصبح بلا فاعلية بعد 6 شهور ولذا فإن تطعيم الانفلونزا يعطى كل عام لأنه مرض موسمي    أما تطعيمات كورونا فقد تعطى كل ستة أشهر طالما استمر الوباء,nan
 بغض النظر عن كل هذا ..من الذكاء والفطنة أن ينتظر الناس لحين عمل اختبارات أكثر على التطعيمات لأنه من  الممكن أن تكون هناك حالات أخرى ممنوعة من التطعيم ..مثل الكولسترول والذئبة الحمرا وأمراض الحساسية حتى الخفيفة منها  في التأني السلامة #تطعيم_كو,Against
 بارك الله فيكم بكتابة المقال وتشجيع المواطنين والمقيمين والمترددين بأخذ الجرعة الثالثة من لقاح كورونا بجانب تلقي تطعيم الإنفلونزا أيدي مطوية,Favor
#تطعيم_كورونا  لا اقول الا اللهم لك الحمد ولك الشكر ولك الثناء الحسن على اننا ننعم بخيرات بلدنا #السعودية_العظمى  جهود جبارة اثمرت عن تنظيم جميل وتنسيق متناغم لإنجاز تطعيم أكبر عدد من المواطنين والمقيمين  شكراً #وزارة_الصحة من الأعماق,Favor
دام فايروس كورونا المتجدد كل يوم لابس لنا حله مره صيني ومره بريطاني ومره هندي وكل واحدٍ يغير ويبدع على كيفه ، التطعيم بيكون متجدد ايضاً ؟ يتدحرج على الارض من الضحك وكل موجه تطعيم شكل دامه متجدد يبيله تطعيم متخصص ,nan
قلت لزوجتي إني اخذت الجرعه الأولى من تطعيم #كورونا قالت دامك متحمس خذ الثانية قلت هذاي خاطب احسبه تقول خذ زوجه!! ولكن ابشركم حالتي مستقره!!,Favor
  نعيد ونزيد تطعيماتنا تختلف عن تطعيم  كورونا قد سمعتي باحد تطعم ضد الجدري وانصاب فيه بينما اللقاحات لكورونا تطعمي من هنا تنصابي من هنا,Against
(فخر اني سعودية) اصبحت هوية بحد ذاتها .. كلمة الشكر والثناء لاتكفي وشعور الامان في بلدي نعمة عظيمة .. شكرا لابطال الصحة على الجهود الجبارة والنفسية الحلوة والابتسامة اللطيفة في كل ممر من ممرات تطعيم لقاح كورونا   ,Favor
 ههههههههههههههههههههه يابني اقل تطعيم ناجح بياخد ١٣ - ١٥ سنة .. انت مصدق ان في تطعيم بياخد سنه يتدحرج على الارض من الضحكوجه بدموع الفرح دول لسه مايعرفوش اعراض كورونا كلها,Against
#لا_للتطعيم_الاجباري82 تطعيم ماراح نطعم 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 ماراح نطعم    جسدي ملكي وانا مسؤوله عنه ولا أريد اخذ لقاح كورونا        ولا للاجبار ولا لأنتهاك حريتي في جسدي وحياتي وتنقلاتي وعملي 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 الحرية ما تخالف السياسات والانظمة    جسدي ملكي ولي حرية الاختيار,Against
#مجرد_سؤال للشركة المصنعة للقاح المصنع ضد مرض #كورونا  - هل تم تطعيم العاملين في الشركة المصنعة قبل نشر اللقاح في الأسواق العالمية ؟,nan
 #تطعيم_كورونا من دقة التنظيم تذكرت اول مرة زرت فيها ديزني لاند بفلوريدا: شباب وشابات مبتسمين احترافيين وفي منتهى الدقة والملاحظات والتوجيه. شكراً وزارة الصحة.🇸🇦,Favor
يلا كلكم يا عيال اتطعموا لقينا فائدة من تطعيم كورونا ,Favor
  لقاح فايزر و مودرنا امينة جدا للحوامل.  الشهر القادم سيتم تطعيم الحوامل في بريطانيا. . لقاحات امينة و فعالة,Favor
#نرفض_التطعيم_الاجباري ارفض وبشده توقفو حياتنا منشان تطعيم وكل اللي اخذو التطعيم جاتهم كورونا,Against
ختامًا .. يجب أن نعي أن توفير اللقاح ليس الحل الوحيد لعبور جائحة كورونا بسلام، بل الإجراءات الاحترازية عاملًا مهمًا كذلك. فهناك دول لديها نسبة تطعيم عالية، ولجأت للإغلاق وفرض قرارات تشددية. كما أننا نسمع يوميًا بوجود عيوب في بعض اللقاحات، ولكن ما زالت إيجابياتها أكثر من سلبياتها.,Favor
